title,author,published_date,published_date_precision,link,clean_url,excerpt,summary,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id
Rural India Building ‘Super Rich' Class Faster Than Urban: Report,Outlook Business Desk,2023-07-06 06:45:00,timezone unknown,https://www.outlookindia.com/business/rural-india-building-super-rich-class-faster-than-urban-report-news-300629,outlookindia.com,"Super rich households will well further to 9.1 million by 2031, aided by the faster growth in rural areas","India will soon see an increase of five-fold in its ‘super-rich' families by the end of the decade and a major chunk of the growth will be seen coming from rural areas, the home of the nation's poorest, according to a report by Bloomberg.

The report is based on the study published by People's Research on India's Consumer Economy and India's Citizen Environment (PRICE). The report showed that the number of super rich households earning more than 20 million rupees ($243,230) a year almost doubled to 1.",outlookindia.com,3864,business,IN,en,Outlook Business Desk,https://imgnew.outlookindia.com/uploadimage/library/16_9/16_9_5/IMAGE_1672993451.jpg?utm_source=fb,False,@outlookindia,9.580205,82125b7aa2ac2c0aa2e4ea9526fe8ec2
"India's ""Destitute"" Class To More Than Halve By 2031 To 7.9 Crore: Study",Eltaf Najafizada,2023-07-06 05:16:49,full,https://www.ndtv.com/india-news/indias-destitute-class-to-more-than-halve-by-2031-to-7-9-crore-study-4181895,ndtv.com,"India will see a five-fold increase in its 'super rich' families by the turn of the decade and a large chunk of the growth will come from rural areas - home to the nation's poorest, according to a…","India will see a five-fold increase in its 'super rich' families by the turn of the decade and a large chunk of the growth will come from rural areas - home to the nation's poorest, according to a study.
The number of super rich households, those earning more than 20 million rupees ($243,230) a year, almost doubled to 1.8 million in five years to 2021, showed a report released Wednesday by People's Research on India's Consumer Economy and India's Citizen Environment, or PRICE. The growth of such households in villages was 14.",ndtv.com,920,news,IN,en,"Bloomberg,Eltaf Najafizada",https://c.ndtvimg.com/2023-07/h478e9r_rural-indiabloomberg-_625x300_06_July_23.jpg,False,@ndtv,9.307124,9a0a863edffa09553bd0abd4fba6edde
"India's Middle-Class To Expand, ""Destitute"" Class To Halve By 2031: Study",Eltaf Najafizada,2023-07-06 05:53:48,full,https://www.ndtv.com/india-news/indias-destitute-class-to-more-than-halve-by-2031-to-7-9-crore-study-4181895,ndtv.com,"India will see a five-fold increase in its 'super rich' families by the turn of the decade and a large chunk of the growth will come from rural areas - home to the nation's poorest, according to a…","India will see a five-fold increase in its 'super rich' families by the turn of the decade and a large chunk of the growth will come from rural areas - home to the nation's poorest, according to a study.
The number of super rich households, those earning more than 20 million rupees ($243,230) a year, almost doubled to 1.8 million in five years to 2021, showed a report released Wednesday by People's Research on India's Consumer Economy and India's Citizen Environment, or PRICE. The growth of such households in villages was 14.",ndtv.com,920,news,IN,en,"Bloomberg,Eltaf Najafizada",https://c.ndtvimg.com/2023-07/h478e9r_rural-indiabloomberg-_625x300_06_July_23.jpg,False,@ndtv,9.272702,3e80c5bce9eb3af9349a74f5f6a3ff44
Indian bond yields seen higher tracking US peers,Reuters,2023-07-06 05:00:00,timezone unknown,https://www.financialexpress.com/market/indian-bond-yields-seen-higher-tracking-us-peers/3158015/,financialexpress.com,"The benchmark 7.26% 2033 bond yield is expected to be in the 7.11%-7.15% range after ending the previous session at 7.1072%, a trader with a primary dealership said.","Indian government 
bond 
yields are expected to rise in the early session on Thursday, tracking a sharp spike in U.S. peers, as minutes of the latest 
Federal Reserve
 meeting reiterated more interest rate hikes would be needed. The benchmark 7.26% 2033 bond yield is expected to be in the 7.11%-7.15% range after ending the previous session at 7.1072%, a trader with a primary dealership said. 
 
'Since the U.S. yields have broken key levels and are testing fresh upside, there would be similar reaction in local bond yields, with the possibility of 7.",financialexpress.com,2106,news,IN,en,Reuters,https://www.financialexpress.com/wp-content/uploads/2023/07/indian-bond-yields-1.jpg,False,Financialexpress,9.234533,c8bb4a964c1a42f022eeab68210e4326
State-run banks confident of withstanding macro shocks: Finance Ministry,Business Standard,2023-07-06 16:30:33,full,https://www.business-standard.com/finance/news/state-run-banks-confident-of-withstanding-macro-shocks-finance-ministry-123070600889_1.html,business-standard.com,"India's state-run banks are confident of withstanding any macroeconomic shocks and expect their outlook to improve, despite headwinds in the global banking sector, the finance ministry said","The finance minister has asked banks to ensure there is a fair and transparent recognition of non-performing assets and to take steps to improve deposits, the ministry added. (Photo: Twitter @FinMinIndia)
Reuters
 NEW DELHI 
 NEW DELHI (Reuters) -India's state-run banks are confident of withstanding any macroeconomic shocks and expect their outlook to improve, despite headwinds in the global banking sector, the finance ministry said on Thursday.
 
 The asset quality of India's state-run banks has improved with gross non-performing assets - the measure of a bank's bad loans - at 4.",Copyright www.business-standard.com,1298,news,IN,en,"Business Standard,Reuters",https://bsmedia.business-standard.com/_media/bs/img/article/2023-05/04/full/1683198471-0552.jpg,False,@bsindia,9.130973,4a42daaafcd40523c70b96947a13024b
Nifty rallied at 10.5% during April-June quarter,The Hans India,2023-07-06 11:03:15,full,https://www.thehansindia.com/business/nifty-rallied-at-105-during-april-june-quarter-807590,thehansindia.com,"The Nifty rallied 10.5 per cent during the April-June quarter and was the 4th best performing index after Brazil (+15.9 per cent), Japan (14.2 per cent) and Russia (14.1 per cent), foreign...","New Delhi: 
The Nifty rallied 10.5 per cent during the April-June quarter and was the 4th best performing index after Brazil (+15.9 per cent), Japan (14.2 per cent) and Russia (14.1 per cent), foreign brokerage, CLSA said in a report.
Nifty
 outperformed the EM benchmark by 10.6ppts. China (-7.8 per cent) and Hong Kong (-7.3 per cent) were the worst performing markets followed by Thailand (-6.6 per cent). 
The premium of the Nifty 12-month forward PE is getting close to the extended zone as only 14 per cent of the time the Nifty has been more expensive than the current level, the report said.",thehansindia.com,15524,business,IN,en,The Hans India,https://assets.thehansindia.com/h-upload/2023/07/06/1363109-nifty.jpg,False,,9.043345,24bf95687ace884d8e8664d48c459024
‘Staying at PM house without wife wrong': Lalu on 'get married' advice to Rahul Gandhi,HT News Desk,2023-07-06 09:12:21,full,https://www.hindustantimes.com/india-news/lalu-calls-modi-convenor-of-corrupts-staying-at-pm-residence-without-wife-wrong-101688632656846.html,hindustantimes.com,Rashtriya Janata Dal (RJD) chief Lalu Prasad Yadav arrived in Delhi on Thursday for a routine medical examination.,"Rashtriya Janata Dal (RJD) supremo Lalu Prasad Yadav on Thursday called Prime Minister Narendra Modi the 'convenor of corrupts' while claiming that the grand alliance of opposition parties will get at least 300 seats in the next general elections.
 
 
 
 
 
 
 
 
RJD supremo and former Bihar chief minister Lalu Prasad Yadav. (ANI)
 
 
 
When asked whether his 
advice to Rahul Gandhi
 to get married was in any way linked to the Congress leader being the prime ministerial candidate, the former Bihar chief minister said both are separate matters but added that 'whoever becomes the PM should not be without a wife.",hindustantimes.com,980,news,IN,en,HT News Desk,https://www.hindustantimes.com/ht-img/img/2023/07/06/1600x900/Lalu-Prasad-Yadav_on_pm_rahul_gandhi_and_wife_1688634096827_1688634097021.jpg,False,@httweets,8.960761,6ed6399381179171f629c2829f73660c
Suzlon Energy shares drop 10% in two days; all eyes on Friday board meet,Amit Mudgill,2023-07-06 05:30:00,timezone unknown,https://www.businesstoday.in/markets/company-stock/story/suzlon-energy-shares-drop-10-in-two-days-all-eyes-on-friday-board-meet-388414-2023-07-06,businesstoday.in,"Suzlon Energy shares fell 4.81 per cent to hit a low of Rs 16.62 on BSE. This was in addition to 4.95 per cent drop in the previous session, thus taking the two day fall to 9.52 per cent.","Shares of Suzlon Energy Ltd dropped nearly 5 per cent in Thursday's trade to take its losing run to the second straight session. The stock has fallen 10 per cent in the two-day period ahead of the board meet on fundraising this Friday.

The stock fell 4.81 per cent to hit a low of Rs 16.62 on BSE. This was in addition to 4.95 per cent drop in the previous session, thus taking the two day fall to 9.52 per cent. The stock clocked a turnover of over Rs 200 crore on NSE within the first 30 minutes of trade.",businesstoday.in,5004,news,IN,en,Amit Mudgill,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202307/responsive_big_webp_lepfyrlzjh90ora6ybelthy1pklz9djfy8hdugjval4-sixteen_nine.jpg,False,@business_today,8.86197,b3fc986c10b938e429cdb9480696a164
JSW Steel shares may attract $145 million inflows as they replace HDFC in Sensex,Amit Mudgill,2023-07-06 03:10:18,full,https://www.businesstoday.in/markets/company-stock/story/jsw-steel-shares-may-attract-145-million-inflows-as-they-replace-hdfc-in-sensex-388397-2023-07-06,businesstoday.in,HDFC will delist from stock exchanges on July 12 due to merger with HDFC Bank. The merger with HDFC Bank Ltd got effective from July 1.,"JSW Steel, which is set to join Sensex due to exclusion of Housing Development Finance Corporation Ltd (HDFC), could attract $145 million in passive inflows, as per estimates by Nuvama Institutional Equities. The adjustment will take place on July 12 and would be effective from July 13.
 
""I believe most of the index balancing pre-emptive positioning is well priced in,"" said Abhilash Pagaria of Nuvama Institutional Equities.
 
HDFC will delist from stock exchanges on July 12 due to its all-stock reverse merger deal with HDFC Bank.",businesstoday.in,5004,news,IN,en,Amit Mudgill,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202307/29525db076bcc42505a356e55dbe94f38b28530b_getty-stock-market-data_1_0-sixteen_nine.jpg,False,@business_today,8.823097,a0fe3b786759ab826f5e73ff7f03400a
Only 14% of the time Nifty has been more expensive than current level,IANS,2023-07-06 09:18:44,full,https://www.dtnext.in/news/business/only-14-of-the-time-nifty-has-been-more-expensive-than-current-level-722584,dtnext.in,"India is still expected to deliver the highest two-year EPS growth among the top 19 equity markets in the world, CLSA said.","NEW DELHI:
 The Nifty rallied 10.5 per cent during the April-June quarter and was the 4th best performing index after Brazil (+15.9 per cent), Japan (14.2 per cent) and Russia (14.1 per cent), foreign brokerage, CLSA said in a report.Nifty outperformed the EM benchmark by 10.6ppts. China (-7.8 per cent) and Hong Kong (-7.3 per cent) were the worst performing markets followed by Thailand (-6.6 per cent). 
The premium of the Nifty 12-month forward PE is getting close to the extended zone as only 14 per cent of the time the Nifty has been more expensive than the current level, the report said.",dtnext.in,61939,news,IN,en,IANS,https://dtnext-prod.s3.ap-south-1.amazonaws.com/h-upload/2023/07/06/746592-untitleddesign-2023-07-06t143755753.jpg,False,,8.759,623b30312b2b335dc85132543666333a
"Power Finance Corp provides Rs 9,187 cr finance to HPCL Rajasthan Refinery",Business Standard,2023-07-06 07:31:07,full,https://www.business-standard.com/companies/news/power-finance-corp-provides-rs-9-187-cr-finance-to-hpcl-rajasthan-refinery-123070600250_1.html,business-standard.com,"State-owned Power Finance Corporation (PFC) on Thursday said it has provided Rs 9,187 crore finance to HPCL Rajasthan Refinery Ltd.","State-owned Power Finance Corporation (PFC) on Thursday said it has provided Rs 9,187 crore finance to HPCL Rajasthan Refinery Ltd.
 
 This is the first project where PFC has extended its financial assistance to the refinery and petrochemical sector, a company statement said.
 
 PFC is extending its support in nation building not only through the power sector but also in the infrastructure segment, it stated.
 
 ""PFC, a Maharatna company and India's leading NBFC in the power sector, has extended its financial assistance of Rs 9,187 crore to HPCL Rajasthan Refinery Ltd for its 9 MMTPA refinery-cum-petrochemical complex located at Barmer, Rajasthan,"" it said.",Copyright www.business-standard.com,1298,news,IN,en,"Business Standard,Press Trust",https://bsmedia.business-standard.com/_media/bs/img/article/2017-02/13/full/1486989706-3378.jpg,False,@bsindia,8.708818,76cbe1e0ca1dd43f30be1aeea41c7bd9
Only 14% of the time Nifty has been more expensive than current level,Agencies,2023-07-06 08:57:58,full,https://theshillongtimes.com/2023/07/06/only-14-of-the-time-nifty-has-been-more-expensive-than-current-level/,theshillongtimes.com,"New Delhi, July 6: The Nifty rallied 10.5 per cent during the April-June quarter and was the 4th best performing index after Brazil (+15.9 per cent), Japan (14.2 per cent) and Russia (14.1 per cent),…","Nifty outperformed the EM benchmark by 10.6ppts. China (-7.8 per cent) and Hong Kong (-7.3 per cent) were the worst performing markets followed by Thailand (-6.6 per cent).


The premium of the Nifty 12-month forward PE is getting close to the extended zone as only 14 per cent of the time the Nifty has been more expensive than the current level, the report said.


The Nifty's consensus FY24/FY25 EPS saw a downgrade of 1.0 per cent/1.4 per cent while most EMs saw a bigger 4 per cent-9 per cent cut in EPS.",theshillongtimes.com,84898,news,IN,en,Agencies,https://theshillongtimes.com/wp-content/uploads/2023/07/nifty.jpg,False,@ShillongTimesIn,8.68317,fcd5d2df40bc96c4df22ece9e77e5d35
"Mission Hydrogen: Gujarat, Tamil Nadu ports to develop green fuel hubs",Business Standard,2023-07-06 13:56:01,full,https://www.business-standard.com/economy/news/mission-hydrogen-gujarat-tamil-nadu-ports-to-develop-green-fuel-hubs-123070600841_1.html,business-standard.com,Green Hydrogen Hubs: The Centre also aims to have two Indian ships that will be powered by green hydrogen or its derivative fuels by 2027,"The shipping ministry has asked VO Chidambaranar (VOC) Port in Tamil Nadu and Deendayal Port in Gujarat to develop hydrogen hubs to catalyse the transition toward green fuel, according to a report in The Economic Times (ET). The ministry has also asked these two ports to buy hydrogen-powered ‘green tug' boats, used for ushering large ships into berths.
 
 
 Officials were quoted as saying that the Cochin Shipyard is in the advanced stages of developing green tugs that run on hydrogen. A senior official said that Jawaharlal Nehru Port, Paradip Port, VOC Port, and Deendayal Port will be buying two green tugs each, under the green tug transition programme.",Copyright www.business-standard.com,1298,news,IN,en,"BS Web Team,Business Standard",https://bsmedia.business-standard.com/_media/bs/img/article/2023-01/17/full/1673964066-6332.jpg,False,@bsindia,8.654268,f7014fc390321ff01434839570de7178
"Stocks in news: Adani Wilmar, Ujjivan SFB, JSW Steel, Marico",ETMarkets.com,2023-07-06 02:30:00,timezone unknown,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-adani-wilmar-ujjivan-sfb-jsw-steel-marico/articleshow/101522753.cms,indiatimes.com,"Adani Wilmar has delivered strong double-digit volume growth at 25% for the first quarter ended June. However, sales declined 15%, mainly due to sharp drop in edible oil prices.","Shutterstock.com
KEC International has secured new orders of Rs 1,042 crore across its various businesses.
Nifty futures traded 33 points, or 0.17 per cent, lower at 19,479, signaling that Dalal Street was headed for a negative start on Thursday. Here's a slew of stocks that will be in focus today for various reasons.
Adani Wilmar
Adani Wilmar
 has delivered strong double-digit volume growth at 25% for the first quarter ended June. However, sales declined 15%, mainly due to sharp drop in edible oil prices.",indiatimes.com,296,economics,IN,en,ETMarkets.com,"https://img.etimg.com/thumb/msid-101522760,width-1070,height-580,imgsize-77238,overlay-etmarkets/photo.jpg",False,@EconomicTimes,8.644857,6f408d8dd9969e38d1368c8bb0d1b649
Sebi looking to mandate FPIs to use RFQ platform for 10 per cent of secondary transactions,PTI,2023-07-06 09:30:00,timezone unknown,https://www.financialexpress.com/market/sebi-looking-to-mandate-fpis-to-use-rfq-platform-for-10-per-cent-of-secondary-transactions/3158813/,financialexpress.com,"The proposal is aimed at increasing the liquidity on the RFQ platform and enhancing the transparency and disclosures pertaining to investments in corporate bonds, which in turn will encourage…","Sebi
 on Thursday proposed mandating Foreign Portfolio Investors (
FPIs
) to undertake at least 10 per cent of their total secondary market trades in corporate bonds by value on the RFQ (Request For Quote) platform of the stock exchanges. The proposal is aimed at increasing the liquidity on the RFQ platform and enhancing the transparency and disclosures pertaining to investments in corporate bonds, which in turn will encourage investment by FPIs in the corporate bond segment, Sebi said.
 
Also Read
Sebi notifies regulations for ESG rating providers
 
RFQ, which was launched on BSE and NSE in February 2020, is an electronic platform that enables multi-lateral negotiations to take place on a centralised online trading platform with straight-through processing of clearing and settlement to complete the trade.",financialexpress.com,2106,news,IN,en,PTI,https://www.financialexpress.com/wp-content/uploads/2023/07/sebi.jpg,False,Financialexpress,8.611502,b9546ed40e20f09e695e9eb04969ea63
Only 14% of the time Nifty has been more expensive than current level,IANS,2023-07-06 09:15:00,timezone unknown,https://www.prokerala.com/news/articles/a1435285.html,prokerala.com,"The Nifty rallied 10.5 per cent during the April-June quarter and was the 4th best performing index after Brazil (+15.9 per cent), Japan (14.2 per cen....","New Delhi, July 6 : 
The Nifty rallied 10.5 per cent during the April-June quarter and was the 4th best performing index after Brazil (+15.9 per cent), Japan (14.2 per cent) and Russia (14.1 per cent), foreign brokerage, CLSA said in a report.


Nifty outperformed the EM benchmark by 10.6ppts. China (-7.8 per cent) and Hong Kong (-7.3 per cent) were the worst performing markets followed by Thailand (-6.6 per cent).
 
The premium of the Nifty 12-month forward PE is getting close to the extended zone as only 14 per cent of the time the Nifty has been more expensive than the current level, the report said.",prokerala.com,17746,news,IN,en,IANS,https://www.prokerala.com/news/photos/imgs/1200/bikaner-stockbrokers-keep-a-watch-on-the-share-prices-in-bikaner-on-872090.jpg,False,@prokerala,8.582901,4dc62a54ba6515c3109dfb6bc7a15479
"FII DII data: FPI bought shares worth Rs 1,603.15 crore, DII sold shares worth Rs 439.01 crore on Wed, 5 July",Kumar Gaurav,2023-07-06 05:00:00,timezone unknown,https://www.financialexpress.com/market/fii-dii-data-fpi-bought-shares-worth-rs-1603-15-crore-dii-sold-shares-worth-rs-439-01-crore-on-wed-5-july/3158097/,financialexpress.com,"FIIs bought shares worth a net Rs 5,733.40 crore while DIIs sold shares worth a net Rs 1,562.29 crore for the month till July 5.","Foreign institutional investors (FII) bought shares worth a net Rs 1,603.15 crore while domestic institutional investors (DII) offloaded shares worth a net Rs 439.01 crore on Wednesday, July 5, 2023, according to the data available on NSE. For the month till July 5, FIIs bought shares worth a net Rs 5, 733.40 crore while DIIs sold shares worth a net Rs 1, 562.29 crore. In the month of June, FIIs bought shares worth a net of Rs 27, 250.01 crore while DIIs purchased equities worth a net of Rs 4, 458.",financialexpress.com,2106,news,IN,en,Kumar Gaurav,https://www.financialexpress.com/wp-content/uploads/2023/07/Untitled-design-8.jpg,False,@FinancialXpress,8.574371,d3921fcd0bbc567cf7a2214d708a525f
Editorial with Sujit Nair: Maharashtra politics gets complicated,Sujit Nair,2023-07-06 16:30:39,full,https://hwnews.in/shows/editorial/editorial-with-sujit-nair-maharashtra-politics-gets-complicated/,hwnews.in,"In this episode of editorial Mr Sujit Nair discusess about the NCP split by leader by Ajit Pawar. Timeline17 th April, 2023NCP leader Ajit","by 

July 6, 2023
 




 




Join Our WhatsApp Group: 
 Group


In this episode of editorial Mr discusess about the NCP split by leader by Ajit Pawar. Timeline 17 th April, 2023 NCP leader Ajit Pawar's efforts to become Eknath Shinde's successor as Maharashtra chief minister in alliance with the BJP, is gaining momentum with the former collecting consent signatures from his lawmakers within his party. He aslo states that Ajit Pawar might have the blessings of Sharad Pawar. April 19, 2023  NCP leader Supriya Sule hints at two political 'blasts' in next 15 days.",hwnews.in,198822,news,IN,en,Sujit Nair,https://hwnews.in/wp-content/uploads/2023/07/Editorial-thumbnail-25-1.jpg,False,@HWNewsEnglish,8.496584,59ea4fc103693a53a8545dc74d3535cf
Sebi seeks explanation from NSE over misuse of its TAP platform: Report,Business Standard,2023-07-06 05:13:30,full,https://www.business-standard.com/markets/news/sebi-seeks-explanation-from-nse-over-misuse-of-its-tap-platform-report-123070600199_1.html,business-standard.com,"SEBI vs NSE, Co-Location Scandal: In 2013, some high-frequency traders manipulated the platform to execute 'thousands of orders' without being detected and crowding out other users","BS Web Team
 New Delhi 
 The Securities and Exchange Board of India (Sebi) has sought an explanation from the National Stock Exchange (NSE) over allegations of some traders misusing its trading access point (TAP) software, 
The Economic Times (ET)
 reported on Thursday.
 
 
 Allegedly, some high-frequency traders manipulated the platform in 2013 to execute ""thousands of orders"" without being detected and crowding out other users. The misuse was detected four years later by the income tax authorities during the investigation of the 
co-location scandal
 involving former NSE chiefs Chitra Ramkrishna and Ravi Narain.",Copyright www.business-standard.com,1298,news,IN,en,"BS Web Team,Business Standard",https://bsmedia.business-standard.com/_media/bs/img/article/2023-04/12/full/1681321742-9473.jpg,False,@bsindia,8.485357,20adc2a1b0c510a25f7fcd74ac9db5a7
"Stocks To Watch: Adani Wilmar, IOC, JSW Steel, Hindustan Zinc, Marico, Tata Power, SAIL",Zoya Springwala,2023-07-06 02:00:00,timezone unknown,https://www.financialexpress.com/market/stocks-to-watch-adani-wilmar-ioc-jsw-steel-hindustan-zinc-marico-tata-power-sail/3157944/,financialexpress.com,Buzzing stocks: The GIFT Nifty indicated a lower opening for domestic benchmarks BSE Sensex and the broader NSE Nifty 50. Here's a look at the key stocks to watch in trade.,"Stocks in focus: 
The GIFT Nifty recorded a 0.22% loss during Thursday's early trading session, with a value of 19,470 indicating a negative opening for domestic indices NSE Nifty 50 and BSE Sensex. On Wednesday, benchmark Indian equity indices Nifty and Sensex ended mixed but flat amid volatility. Nifty 50 hit a fresh all-time high above 19,400 but pared its gains to settle 0.05% higher, while Sensex ended lower by 0.05% at 65,446.04. 
 
'Global worries along with moderation in Service PMI data briefly impacted the domestic market's rally.",financialexpress.com,2106,finance,IN,en,Zoya Springwala,https://www.financialexpress.com/wp-content/uploads/2023/07/Markets-8-2.webp,False,Financialexpress,8.4137745,0be30732bfa3abfdfe51c04ce851bedc
"AHAsolar Technologies Limited brings its IPO on the 10th of July 2023, To be listed on BSE SME platform",,2023-07-06 12:15:00,timezone unknown,https://www.aninews.in/news/business/business/ahasolar-technologies-limited-brings-its-ipo-on-the-10th-of-july-2023-to-be-listed-on-bse-sme-platform20230706161115,aninews.in,"Ahmedabad (Gujarat) [India], July 6: Ahmedabad-based AHAsolar Technologies Limited, engaged in the business of CleanTech enabling Energy Transition through Digital Transformation, brings its IPO of…","ANI |
 
 Updated: 
Jul 06, 2023 16:11 
 IST
 
 
 

Ahmedabad (Gujarat) [India], July 6: Ahmedabad-based 

, engaged in the business of CleanTech enabling Energy Transition through Digital Transformation, brings its IPO of 818400 shares, with an equity price of Rs. 157 per equity share of Rs 10 face value each, aggregating to Rs. 12.84 crores. The minimum lot size is 800 shares. Out of 818400 shares, 3,88,000 shares will be reserved for the HNI quota, 3,88,000 shares for the retail quota and 42,400 shares will be reserved as the market maker quota.",aninews.in,8311,business,IN,en,,https://d3lzcn6mbbadaf.cloudfront.net/media/details/ANI-20230706104055.jpg,False,@ANI,8.371405,ca9a92211c1174c7ae909506d645f2bf
"AHAsolar Technologies Limited brings its IPO on the 10th of July 2023, To be listed on BSE SME platform",,2023-07-06 13:30:00,timezone unknown,https://news.webindia123.com/news/Articles/Business/20230706/4096478.html,webindia123.com,"PNNAhmedabad (Gujarat) [India], July 6: Ahmedabad-based AHAsolar Technologies Limited, engaged in the business of CleanTech enabling Energy Transition through Digital Transformation, brings its IPO of…","PNN
Ahmedabad (Gujarat) [India], July 6: Ahmedabad-based AHAsolar Technologies Limited, engaged in the business of CleanTech enabling Energy Transition through Digital Transformation, brings its IPO of 818400 shares, with an equity price of Rs. 157 per equity share of Rs 10 face value each, aggregating to Rs. 12.84 crores. The minimum lot size is 800 shares. Out of 818400 shares, 3,88,000 shares will be reserved for the HNI quota, 3,88,000 shares for the retail quota and 42,400 shares will be reserved as the market maker quota.",webindia123.com,17549,news,IN,en,,https://www.webindia123.com/shared_files/ssl/images/favicon.ico,False,,8.360395,c23060438bef251604a041a832f79344
Eicher Motors slips 11% in three sessions as competition intensifies,Meghna Sinha,2023-07-06 20:45:00,timezone unknown,https://www.financialexpress.com/market/eicher-motors-slips-11-in-three-sessions-as-competition-intensifies/3159657/,financialexpress.com,"HDFC Securities has downgraded Eicher Motors from ‘add' to ‘reduce' rating, and reduced its target price to Rs 3,086 per share from Rs 3,715.","Eicher Motors' stock price slipped nearly 3% on Thursday, and nearly 11% in three trading sessions, amid a significant increase in competition. Share prices of Bajaj Auto and Hero MotoCorp, meanwhile, hit their 52-week high of Rs 4,936.70 and Rs 3,206.15, respectively, on BSE.
 
On Wednesday, Bajaj Auto and Triumph Motorcycles rolled out Triumph Speed 400 with a price tag of Rs 2.23 lakh. This followed Hero MotoCorp and Harley Davidson's launch of the X440 on Monday. Priced at Rs 2.29 lakh, the X440 is the first among a series slated to be launched in the middle weight (250cc and 800cc) segment.",financialexpress.com,2106,news,IN,en,Meghna Sinha,https://www.financialexpress.com/wp-content/uploads/2023/07/eicher1.jpg,False,Financialexpress,8.333897,43ef38d655d5c94710875077fe8e6512
Sebi seeks 10% FPI trades in corporate bonds via RFQ platform,Fe Bureau,2023-07-06 20:45:00,full,https://www.financialexpress.com/market/sebi-seeks-10-fpi-trades-in-corporate-bonds-via-rfq-platform/3159738/,financialexpress.com,"Investment limits in corporate bonds underutilised, says regulator","The Securities and Exchange Board of India has proposed to mandate foreign portfolio investors to undertake at least 10% of their secondary market trades in corporate bonds by value through the RFQ platform of 
stock 
exchanges, according to a consultation paper.
 
RFQ refers to 'request of quote', an electronic platform launched in February 2020 on both the BSE and NSE. It enables multi-lateral negotiations on a centralised online trading 
platform
, with straight-through processing of clearing and settlement, according to the regulator.",financialexpress.com,2106,news,IN,en,FE Bureau,https://www.financialexpress.com/wp-content/uploads/2023/06/sebi-7.jpg,False,@FinancialXpress,8.229918,43b3d2f02d0adb6cb5c04149fc3f0968
Tata Group weighs buying Temasek Holdings' stake in Pay TV platform,Business Standard,2023-07-06 10:09:39,full,https://www.business-standard.com/companies/news/tata-group-weighs-buying-temasek-holdings-stake-in-pay-tv-platform-123070600517_1.html,business-standard.com,"Tata Group is contemplating whether to delay the planned Tata Play listing because of market conditions, the people said","By Baiju Kalesh, P R Sanjai and Elffie Chew
 
 
 
 Tata Group is considering an offer to buy back a stake in its entertainment content distribution platform from Temasek Holdings Pte as the Indian conglomerate weighs postponing Tata Play Ltd.'s initial public offering, according to people with knowledge of the matter. 
  
 
 Tata Group is contemplating whether to delay the planned Tata Play listing because of market conditions, the people said. Instead, Tata Group has started discussions with Temasek around a deal that would give the Singaporean state investor an opportunity for a long-awaited exit from its investment in the platform, formerly known as Tata Sky, the people said.",Copyright www.business-standard.com,1298,news,IN,en,"Bloomberg,Business Standard",https://bsmedia.business-standard.com/_media/bs/img/article/2023-03/27/full/1679903084-5252.jpg,False,@bsindia,8.212858,55f1564fa511cc3ae9440d24130f6365
"Where is share market headed after Nifty closes near 19500, Bank Nifty above 45330; check support, resistance",Yash Sadhak Shrivastava,2023-07-06 11:00:00,timezone unknown,https://www.financialexpress.com/market/where-is-share-market-headed-after-nifty-closes-near-19500-bank-nifty-above-45330-check-support-resistance/3159157/,financialexpress.com,"NSE Nifty 50 immediate resistance is visible at 19500. A decisive breakout above 19500 may take the index towards 19725. If Bank Nifty successfully surpasses 45500 on a closing basis, it is likely to…","Benchmark indices made new all-time highs today with the Nifty 50 surpassing the 19,500 mark in the intraday session and finally ending the weekly F&O expiry day in the green. The NSE Nifty 50 surged 98.80 points or 0.51% to close at 19,497.30 and BSE Sensex jumped 339.60 points or 0.52% to 65,785.64. In sectoral indices, Bank Nifty soared 188.10 points or 0.42% to 45,339.90, Nifty Auto gained 1.12%, Nifty Pharma rose 0.72% and Nifty Realty surged 2.25%. The top gainers on Nifty 50 were Mahindra & Mahindra, Apollo Hospitals, Power Grid, Tata Motors and Reliance Industries Ltd (RIL) while the losers were Eicher Motors, HDFC Life, Maruti Suzuki, HCL Tech and Bajaj Finance.",financialexpress.com,2106,news,IN,en,Yash Sadhak Shrivastava,https://www.financialexpress.com/wp-content/uploads/2023/07/Untitled-design-4-3.jpg,False,Financialexpress,8.198217,55942d5b704a315e907c184d98fdbcf7
